DATE,DEX,TOKEN_IN,AMOUNT,TRADERS
2022-01-27,ref,DAI,176186.11,25
2022-10-01,ref,USN,190.58,6
2022-09-11,ref,USDC,245547.77,12
2022-01-18,ref,USDC,12097.57,21
2022-06-17,jumbo,USDT,210.18,4
2022-02-08,ref,USDT,177362.18,25
2021-10-31,ref,USDT,435736.19,195
2022-02-17,ref,DAI,289978.48,21
2021-11-06,ref,USDT,132139.35,90
2022-11-08,ref,USDT,1169510.42,18
2021-10-01,ref,DAI,311213.11,74
2021-11-07,ref,DAI,133709.64,70
2022-04-21,ref,USDC,646690.94,17
2022-10-01,ref,USDT,31991.7,12
2022-10-10,ref,USDC,36207.73,8
2022-04-09,ref,USDT,228480.97,37
2022-07-20,ref,USN,6767.89,11
2022-08-13,ref,USDC,132880.93,12
2022-09-13,ref,USDC,325883.1,15
2021-10-23,ref,USDC,6629.95,84
2022-04-11,ref,DAI,37073.43,14
2022-07-20,ref,DAI,6884.58,5
2022-10-30,ref,USDT,615227.54,16
2022-05-19,ref,DAI,13273.77,7
2021-11-19,ref,DAI,196955.83,47
2021-12-15,ref,USDC,1930.27,10
2022-08-31,ref,USN,8567.27,6
2022-01-26,ref,DAI,354552.81,19
2022-04-11,jumbo,USDT,1.63,1
2022-08-28,ref,USDC,106501.02,11
2022-06-20,ref,USDC,614946.55,14
2022-09-03,jumbo,USDT,0.03,1
2022-05-08,ref,USN,893.69,5
2022-03-18,jumbo,USDT,141.25,3
2022-06-01,jumbo,USDT,311.61,3
2022-09-18,ref,DAI,589.97,9
2022-11-21,jumbo,USDC,0.5,1
2022-05-17,jumbo,USDC,0.34,1
2022-07-11,jumbo,USN,1.33,1
2022-03-09,ref,USDT,288842.42,8
2022-02-21,ref,USDT,271807.77,26
2022-05-11,ref,USDT,4685130.71,71
2022-05-31,ref,USN,2062.77,16
2021-09-28,ref,USDT,118550.32,159
2021-11-18,ref,DAI,336166.03,73
2022-01-29,ref,DAI,55917.24,17
2021-10-10,ref,DAI,47299.71,95
2022-10-28,ref,DAI,552.88,7
2021-09-08,ref,USDC,4564.92,27
2022-06-19,ref,USDT,1013926.9,27
2022-01-25,ref,DAI,249567.36,30
2022-06-11,jumbo,USDC,0.28,1
2022-04-18,ref,DAI,17262.15,14
2022-03-25,ref,USDT,12969.24,16
2022-03-14,ref,USDT,259386.75,11
2022-07-29,ref,USDC,451879.79,10
2022-08-29,ref,USDT,384870.71,13
2022-04-02,ref,DAI,22596.82,5
2021-11-14,ref,USDC,2022.8,16
2022-03-31,ref,USDC,148097.03,7
2022-03-27,ref,DAI,3484.57,5
2022-05-07,ref,USN,688.95,5
2022-09-25,ref,DAI,31.19,4
2022-05-14,ref,DAI,16832.5,9
2022-04-06,jumbo,USDT,6.19,2
2022-03-13,ref,DAI,2306.33,5
2022-08-20,jumbo,USDT,1.24,1
2022-04-22,ref,USN,4.37,1
2022-03-16,jumbo,USDT,11.95,1
2022-04-27,ref,USN,1409.71,2
2022-09-10,jumbo,USDT,0.09,1
2022-10-02,ref,DAI,169.09,6
2022-07-07,ref,USDT,585040.76,22
2022-07-11,ref,USDT,945923.36,23
2022-01-13,ref,USDT,542662.77,48
2022-03-04,ref,USDT,461591.4,27
2021-10-15,ref,USDC,5916.93,54
2021-11-03,ref,DAI,428428.35,63
2022-06-13,ref,USN,15034.21,25
2022-04-27,ref,USDT,374111.64,41
2022-01-20,ref,USDT,459755.53,56
2021-11-27,ref,USDT,147302.88,41
2021-12-30,ref,USDC,10845.49,20
2021-12-16,ref,DAI,48330.44,18
2022-03-05,ref,DAI,9348.32,7
2022-03-10,ref,USDT,327352.99,10
2022-08-15,ref,USN,6778.65,13
2022-02-18,ref,USDT,328142.91,37
2022-06-15,ref,DAI,17029.03,7
2022-10-21,ref,USDC,108283.28,8
2022-06-02,jumbo,USDT,109.54,4
2022-07-23,ref,USDT,246325.73,22
2022-04-12,ref,USDT,307910.76,24
2022-07-04,ref,USN,2666.18,6
2022-03-29,ref,DAI,17232.31,6
2022-03-06,ref,USDC,299332.33,21
2022-03-25,jumbo,USDT,13.34,4
2022-08-24,ref,DAI,1588.06,3
2022-04-09,jumbo,USDT,5.45,2
2022-07-13,ref,DAI,3086.54,5
2022-10-04,ref,DAI,156.26,3
2022-08-24,ref,USN,9167.84,5
2022-02-24,ref,DAI,170187.81,24
2021-10-08,ref,DAI,200179.82,169
2021-09-18,ref,DAI,231002.98,52
2022-09-09,ref,USDT,585612.1,20
2022-06-08,ref,USDT,349459.42,21
2021-11-10,ref,USDT,594916.9,99
2022-08-14,ref,USDT,152638.68,20
2021-10-28,ref,DAI,443550.52,83
2022-07-04,ref,USDT,382225.87,17
2021-11-26,ref,USDT,145221.36,34
2022-11-16,ref,USDC,106588.82,11
2022-09-20,ref,USN,6930.95,12
2021-12-14,ref,USDT,278599.67,37
2021-10-21,ref,DAI,434970.65,56
2022-01-04,ref,USDC,144169.47,32
2022-10-12,ref,USDT,139433.38,17
2022-10-15,ref,USDT,36335.34,17
2022-09-15,ref,USDC,165511.3,17
2022-08-25,ref,USDC,118361.13,9
2022-08-24,ref,USDC,165886.1,8
2022-04-15,ref,DAI,8496.57,9
2021-09-02,ref,DAI,11620.55,38
2022-06-17,ref,DAI,8036.52,7
2022-08-28,ref,USN,9583.33,7
2022-06-05,jumbo,USDC,0.73,1
2022-03-31,jumbo,USDT,1.22,1
2022-03-23,jumbo,USDC,29.2,1
2022-06-29,jumbo,USDC,0.21,1
2022-05-06,jumbo,USDT,1.01,1
2022-07-14,ref,USDC,164965.17,11
2021-12-28,ref,USDT,507774.7,95
2022-01-07,ref,USDT,506035.55,41
2021-10-12,ref,USDT,254728.78,137
2022-06-30,ref,DAI,3584.98,13
2022-05-08,ref,USDC,973236.6,14
2021-11-03,ref,USDT,558851.19,141
2022-08-20,ref,USDT,509263.07,20
2021-09-19,ref,USDC,5660.11,44
2022-06-26,ref,USDC,314269.14,12
2022-03-12,jumbo,USDT,12.39,2
2022-02-14,ref,USDT,141531.66,23
2022-01-09,ref,USDC,2121.16,23
2022-07-06,ref,USDC,240073.17,12
2022-06-28,ref,USDT,248853.6,32
2022-01-07,ref,DAI,646122.03,24
2022-02-22,jumbo,USDT,249.49,2
2022-03-04,ref,DAI,98557.62,17
2022-01-27,ref,USDT,430888.78,26
2022-07-13,ref,USDC,239891.12,10
2022-11-12,ref,DAI,3658.88,7
2022-09-14,ref,DAI,620.89,5
2022-10-07,ref,USN,4441.64,6
2021-11-20,ref,USDC,6477.7,22
2022-07-10,ref,USDT,202623.09,25
2022-06-07,jumbo,USDT,169.41,3
2022-03-20,ref,DAI,1528.78,11
2022-04-30,ref,USDC,2190760.22,12
2022-05-07,ref,USDC,111104.7,13
2022-08-04,jumbo,USDC,0,1
2022-07-17,ref,DAI,2944,6
2022-08-10,ref,USDC,697602.6,14
2022-07-08,ref,USN,2841,5
2022-01-09,ref,DAI,93542.42,26
2022-01-14,ref,DAI,172078.89,25
2022-04-28,ref,USDT,305722.64,30
2021-12-14,ref,DAI,158607.14,16
2022-07-08,ref,USDC,232986.88,15
2021-11-01,ref,DAI,353693.8,68
2022-04-18,ref,USDT,308945.09,46
2021-12-03,ref,USDT,825097.98,26
2021-11-21,ref,DAI,41710.75,27
2021-11-28,ref,USDT,470321.07,47
2022-04-14,ref,USDT,423862.89,15
2021-11-06,ref,USDC,7496.06,30
2022-02-04,ref,USDC,3686.31,6
2022-10-03,ref,USN,819.94,7
2022-10-12,ref,USDC,93825.62,9
2022-06-27,ref,USDC,287069.69,11
2022-03-05,ref,USDC,185036.81,18
2021-12-13,ref,USDC,799.36,7
2022-11-08,ref,USN,2495.71,10
2022-08-21,ref,USDT,408729.25,13
2022-05-11,jumbo,USDC,0.5,1
2022-07-15,jumbo,USDT,155.77,4
2022-05-17,jumbo,USDT,7.25,2
2022-11-20,ref,USDC,46223.05,15
2021-11-09,ref,USDT,447274.1,64
2021-09-11,ref,USDC,2535.18,23
2022-06-15,ref,USN,13378.19,14
2021-12-10,ref,USDT,590385.3,43
2021-12-23,ref,USDC,30804.07,28
2021-10-17,ref,USDT,80802.2,139
2022-09-22,ref,USDT,379680.88,16
2021-09-09,ref,USDC,3998.67,35
2021-10-02,ref,USDC,8967.8,82
2021-12-11,ref,USDT,776395.68,47
2022-02-08,ref,USDC,924.29,8
2022-10-29,ref,USDT,247828.75,15
2022-04-21,ref,DAI,17447.8,14
2022-05-15,ref,DAI,22826.11,6
2022-05-02,ref,USDT,2133785.21,38
2022-03-21,ref,DAI,3227.1,7
2022-10-26,ref,USDC,120899.15,9
2022-10-11,ref,USDT,247176.99,19
2022-10-09,ref,USDC,8131.14,6
2022-06-11,ref,USN,3381.1,10
2022-06-30,ref,USDC,197339.38,14
2022-07-28,ref,USN,7022.91,8
2022-02-17,ref,USDC,64798.14,19
2022-03-08,ref,DAI,6838,4
2022-06-13,ref,USDT,2953129.37,44
2022-08-23,ref,DAI,2725.01,3
2022-09-29,ref,DAI,1670.41,7
2022-06-12,ref,USDC,808416.25,13
2021-12-29,ref,USDC,6613.87,18
2022-10-05,ref,DAI,278.51,6
2022-08-08,jumbo,USDC,0,1
2022-02-07,ref,USDC,14495.21,27
2022-08-17,ref,USDC,132160.7,11
2022-10-25,ref,USDT,220660.38,17
2021-11-16,ref,DAI,352790.17,67
2021-10-01,ref,USDT,469559.21,94
2022-04-23,ref,USDT,198319.03,28
2022-08-23,ref,USN,14753,6
2022-06-07,ref,USDC,230672.72,10
2022-05-04,ref,USN,1047.63,4
2021-11-13,ref,USDT,206641.75,56
2022-08-28,ref,DAI,701.58,6
2022-09-10,ref,USN,4614.16,8
2022-06-04,ref,USN,1352.07,13
2021-09-03,ref,DAI,249596.34,47
2022-01-20,ref,DAI,258697.55,27
2022-06-23,ref,USDC,310244.75,9
2022-04-16,ref,USDT,81494.25,26
2022-09-18,ref,USDC,70121.48,15
2022-07-10,ref,USN,2353.76,12
2022-10-22,ref,USDC,54705.52,7
2022-10-29,ref,USN,1295.64,6
2022-05-25,ref,USDC,162615.42,10
2022-09-03,ref,DAI,119.62,2
2022-09-04,jumbo,USDC,0,1
2021-10-28,ref,USDT,745758.12,206
2021-12-07,ref,DAI,171623.36,17
2022-01-15,ref,USDC,9811.38,19
2021-10-07,ref,USDT,569215.78,246
2021-11-29,ref,USDT,141664.46,134
2021-09-30,ref,USDT,241615.02,133
2022-11-02,ref,USDT,283579.95,16
2022-03-22,ref,DAI,7209.4,12
2022-01-06,ref,USDT,483506.99,58
2021-12-25,ref,DAI,277566.13,53
2022-01-27,ref,USDC,17595.96,18
2022-11-03,ref,DAI,483.86,6
2022-04-27,ref,DAI,5934.39,8
2022-02-02,ref,DAI,150260.38,17
2022-09-12,ref,DAI,2513.1,7
2022-08-16,ref,USN,3369.9,13
2022-05-16,jumbo,USDT,11.09,5
2022-01-21,ref,DAI,812004.56,40
2022-10-24,ref,USDC,186235.91,10
2022-10-17,ref,USN,591.81,6
2022-06-22,ref,DAI,5044.12,9
2022-10-25,ref,DAI,478.4,8
2022-06-08,ref,DAI,2636.39,6
2022-04-20,ref,DAI,17593.67,12
2022-02-11,ref,DAI,64537.97,13
2022-08-06,jumbo,USDT,0.27,1
2022-02-28,ref,DAI,80381.06,13
2022-05-10,ref,DAI,143864.27,16
2021-09-07,ref,DAI,963036.69,124
2021-12-07,ref,USDT,273083.48,46
2021-12-13,ref,USDT,439808,32
2022-11-13,ref,USDT,372916.78,21
2021-11-22,ref,USDC,3009.74,17
2021-12-04,ref,USDT,792418.72,41
2021-09-26,ref,USDT,815931.8,154
2021-09-20,ref,USDT,1249687.99,140
2021-12-05,ref,USDT,413608.51,29
2022-06-18,jumbo,USDT,536.5,4
2022-07-15,ref,USN,8371.32,7
2022-07-25,ref,USN,21469.38,10
2022-06-29,ref,USN,3365.29,8
2022-06-07,ref,USN,2266.29,11
2022-02-12,ref,USDC,6713.57,13
2022-08-02,ref,USN,10250.8,10
2022-04-26,ref,USN,7004.64,4
2022-04-19,ref,USDC,776899,14
2022-07-25,jumbo,USDT,232.65,3
2022-06-05,ref,USDC,100495.03,10
2022-06-05,jumbo,USDT,231.64,4
2022-09-22,ref,USDC,158187.7,11
2022-06-02,jumbo,USDC,0.61,1
2022-09-22,jumbo,USDC,0,1
2022-07-17,ref,USDT,381484.02,14
2021-09-18,ref,USDT,451802.96,55
2022-07-24,ref,USDT,367739.78,17
2021-11-23,ref,DAI,179931.11,31
2021-10-04,ref,USDC,10966.12,213
2022-03-23,ref,USDC,127139.91,11
2021-09-14,ref,USDT,565905.77,54
2022-09-14,ref,USN,6671.48,11
2022-04-13,ref,USDC,243118.68,21
2022-11-04,ref,DAI,309.77,5
2022-02-05,ref,USDT,189463.31,26
2022-04-03,ref,USDT,363186.63,25
2022-05-05,ref,USDT,358288.69,35
2022-07-23,ref,USDC,189131.88,10
2021-09-12,ref,USDT,451455.03,66
2022-10-12,ref,DAI,345.8,7
2021-12-09,ref,USDC,612.05,7
2022-06-16,ref,USDC,396748.04,17
2022-09-30,ref,USDT,125568.67,17
2022-01-15,ref,DAI,91371.63,26
2022-11-08,ref,DAI,4579.2,10
2022-08-30,ref,USDT,610309.31,17
2022-06-26,ref,USN,3404.83,7
2022-08-18,ref,USN,4836.73,8
2022-11-07,ref,USDC,107674.53,7
2022-07-31,ref,USDT,230919.73,20
2022-08-12,ref,DAI,3958.84,4
2022-10-09,ref,USDT,14790.6,11
2022-09-26,ref,USN,2479.23,6
2022-06-07,ref,DAI,4574.19,5
2022-03-19,ref,USDC,156428.38,8
2022-07-27,jumbo,USDC,0,1
2022-04-23,jumbo,USDT,3.69,1
2022-10-05,jumbo,USDT,39.68,2
2022-11-18,jumbo,USDC,0.03,1
2022-08-13,ref,USDT,276958.59,15
2021-10-26,ref,DAI,420402.06,188
2022-07-19,ref,USDC,817982.26,15
2022-05-30,ref,USDC,173859.28,10
2021-10-05,ref,DAI,178968.75,229
2021-11-13,ref,DAI,97352.55,34
2022-02-27,ref,USDC,195977.64,21
2022-03-06,ref,USDT,280512.5,26
2022-09-15,ref,DAI,2545.64,13
2022-09-21,ref,USN,11219.3,11
2022-05-12,ref,USN,5952.9,50
2021-10-04,ref,DAI,258940.02,173
2022-09-19,ref,USDT,461820.07,14
2022-08-02,ref,USDT,595505.92,20
2022-04-20,jumbo,USDT,154.24,3
2022-07-18,ref,USN,7258.92,5
2022-10-20,ref,USDT,182120.27,12
2022-06-04,ref,DAI,2413.55,7
2022-06-25,ref,USDT,1485174.93,28
2022-01-21,ref,USDC,28574.35,27
2022-03-16,ref,USDC,279544.09,6
2022-09-17,ref,DAI,200.33,4
2022-08-25,jumbo,USDT,6.13,3
2021-12-18,ref,USDC,292.53,12
2022-05-02,ref,USDC,1476731.15,13
2022-08-19,ref,USN,15297.6,18
2022-07-09,jumbo,USDT,108.47,4
2022-09-16,ref,DAI,280.55,6
2022-01-26,ref,USDC,5663.63,17
2022-07-14,ref,DAI,1948.25,6
2022-11-02,jumbo,USDT,12.73,1
2022-09-22,jumbo,USDT,0.17,1
2022-05-12,jumbo,USDT,10.48,3
2022-09-10,ref,DAI,293.27,5
2022-01-05,ref,DAI,288785.43,34
2022-09-17,ref,USDC,81999.87,9
2022-09-20,ref,USDC,224713.26,19
2021-12-07,ref,USDC,336.17,7
2021-09-30,ref,USDC,8156.43,54
2021-10-29,ref,USDC,20734,73
2022-10-14,ref,DAI,440.29,8
2021-11-02,ref,USDC,6934.29,27
2022-05-06,ref,USDC,155311.55,11
2022-09-27,ref,DAI,777.12,6
2021-09-29,ref,USDC,1714.66,36
2022-09-24,ref,USDC,118581.67,11
2022-07-11,ref,USN,7946.16,10
2022-06-08,ref,USDC,110322.57,10
2022-03-18,ref,USDC,131433.54,9
2022-07-08,jumbo,USDT,280.38,3
2022-07-11,jumbo,USDT,873.9,4
2022-10-24,ref,USN,10438.56,9
2022-03-28,jumbo,USDT,3.93,1
2022-06-27,jumbo,USDT,410.81,2
2022-09-17,jumbo,USDT,0.08,1
2022-02-22,ref,DAI,105333.81,19
2021-10-31,ref,USDC,5806.83,79
2021-10-21,ref,USDC,6200.99,36
2021-10-04,ref,USDT,288240.58,261
2022-01-12,ref,USDC,11250.05,19
2021-10-25,ref,USDT,1861644.21,188
2021-09-28,ref,DAI,108930.96,76
2022-07-13,ref,USN,4644.34,7
2021-12-21,ref,DAI,110905.72,48
2021-12-22,ref,USDT,684827.66,39
2021-10-20,ref,USDC,2030.24,55
2021-09-16,ref,USDT,174912.23,73
2022-05-29,jumbo,USDT,96.14,4
2022-01-04,ref,USDT,605395.8,51
2022-10-27,ref,USDT,580633.65,17
2021-09-24,ref,USDC,9590.07,59
2022-09-30,ref,DAI,299.24,6
2022-11-14,ref,USDT,696412.85,18
2022-03-11,ref,USDC,204667.92,6
2022-07-20,ref,USDT,674074.9,29
2022-06-02,ref,DAI,4311.55,8
2022-01-26,ref,USDT,480914.66,35
2022-10-16,ref,USDC,60046.99,6
2022-10-26,ref,USDT,199052.7,13
2021-12-11,ref,DAI,417500.06,35
2021-12-12,ref,DAI,84552.94,16
2022-11-07,ref,DAI,92,7
2022-05-18,ref,DAI,11455.32,9
2022-05-01,ref,USDC,4562685.47,8
2022-02-28,jumbo,USDT,37.61,1
2022-05-20,jumbo,USDT,1.53,1
2022-07-12,ref,USDC,81953.06,11
2022-04-26,jumbo,USDC,2.88,1
2022-11-09,ref,DAI,7681.62,13
2022-07-13,ref,USDT,434607.66,17
2021-10-13,ref,USDC,5463.22,64
2022-09-12,ref,USDT,1002894.97,29
2022-03-02,jumbo,USDT,29.14,2
2021-10-27,ref,USDC,18146.25,290
2022-06-18,ref,USDT,867543.17,29
2021-09-23,ref,USDT,914181.86,152
2022-01-15,ref,USDT,210598.95,48
2021-10-13,ref,DAI,94355.3,51
2022-05-22,ref,USN,333.3,11
2022-01-29,ref,USDT,97576.99,24
2022-02-28,ref,USDC,321866.14,25
2022-03-08,ref,USDT,125156.84,4
2022-09-16,ref,USDT,264720.15,18
2022-06-09,jumbo,USDT,102.02,4
2022-09-08,jumbo,USDC,0.1,2
2022-10-13,ref,USDC,381007.06,11
2022-03-06,jumbo,USDT,71.76,3
2022-10-29,ref,DAI,197.02,4
2022-06-20,ref,DAI,10595.01,6
2022-06-26,jumbo,USDT,198.67,3
2022-01-10,ref,USDT,522123.63,38
2022-10-10,ref,USN,3021.86,7
2022-08-01,ref,USN,5431.84,11
2022-11-17,ref,USDC,58266.23,8
2022-04-26,ref,DAI,16037.42,15
2022-03-28,ref,USDC,44212.31,10
2022-05-05,jumbo,USDT,2.94,3
2022-07-26,ref,DAI,1720.13,7
2022-04-24,ref,DAI,1728.65,6
2022-03-13,ref,USDC,90024.17,6
2022-10-04,jumbo,USDT,0.72,1
2022-05-21,jumbo,USDT,18.28,2
2022-04-10,ref,USDT,173566.28,36
2021-10-02,ref,DAI,242482.66,123
2022-04-25,jumbo,USDC,312.19,2
2021-10-07,ref,DAI,333336.83,174
2021-11-23,ref,USDT,297144.13,58
2022-10-18,ref,USN,6474.66,8
2022-09-26,ref,USDT,224098.3,15
2022-05-27,ref,USN,4305.3,26
2022-09-17,ref,USDT,200659.32,17
2022-09-06,ref,USN,15590.79,11
2022-03-02,ref,USDC,440663.46,25
2021-11-23,ref,USDC,1634.79,15
2022-04-14,ref,DAI,21210.14,21
2022-09-11,ref,USDT,417296.85,18
2022-03-10,ref,DAI,30606.5,7
2022-11-05,ref,USDT,403446.39,12
2022-07-30,jumbo,USDT,13.99,2
2022-11-11,jumbo,USDT,1.7,2
2022-04-21,ref,USN,0,1
2022-04-04,jumbo,USDT,286.73,4
2022-04-17,ref,USN,0,1
2022-06-04,jumbo,USDT,30.5,2
2022-03-03,jumbo,USDC,47.7,1
2022-04-23,ref,USN,28.94,2
2022-04-29,ref,USN,1101.97,3
2022-04-24,ref,USN,1.17,1
2021-09-22,ref,USDC,4304.94,21
2022-09-30,ref,USDC,68491.19,16
2022-05-16,ref,USDC,155483.94,10
2021-10-24,ref,USDT,328308.19,133
2022-05-01,jumbo,USDT,3.61,2
2022-09-19,ref,USN,9139.92,10
2022-02-26,ref,DAI,54457.17,12
2022-06-27,ref,USDT,466998.97,25
2022-05-31,ref,USDC,278224.29,13
2022-08-31,ref,USDT,482165.08,19
2022-01-07,ref,USDC,6779.45,18
2022-02-21,ref,DAI,75184.68,16
2022-06-16,ref,USDT,798144.63,34
2022-07-22,ref,USDC,325772.26,14
2021-11-08,ref,USDT,241502.43,76
2022-01-16,ref,USDC,100226.56,22
2021-09-06,ref,USDC,671.27,15
2022-09-02,ref,USDT,193653.38,21
2022-11-11,ref,DAI,2843.49,7
2022-02-18,ref,DAI,146514.12,22
2022-08-23,ref,USDT,601095.7,19
2022-05-25,ref,DAI,2538.84,9
2022-07-29,jumbo,USDC,0,1
2022-08-13,ref,DAI,785.78,4
2022-11-18,ref,DAI,218.35,5
2022-09-19,jumbo,USDT,0.16,2
2022-08-18,ref,DAI,1670.88,5
2022-03-11,ref,DAI,8832.96,5
2022-08-11,jumbo,USDT,0.15,1
2022-02-26,jumbo,USDT,91.95,2
